Category:,Brief Description:,Extended Description:,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,In Reference Data Location:,Reference Name:,Reference URL:
Polycarbonates,NBPC,bisphenol of norbornane polycarbonate,19,22,2.4,0.47,9.1,0.48,,,,,,,,,,,McHattie 1991,http://dx.doi.org/10.1002/polb.1991.090290612
Polycarbonates,PCZ,bisphenol-Z polycarbonate,10,9.1,0.6,0.105,2.2,0.092,,,,,,,,,,,McHattie 1991,http://dx.doi.org/10.1002/polb.1991.090290612
Polycarbonates,BCPC,bisphenol of chloral polycarbonate,12,12.4,1.4,0.27,5.6,0.23,,,,,,,,,,,McHattie 1991,http://dx.doi.org/10.1002/polb.1991.090290612
Polycarbonates,PC-AP,bisphenol acetophenone polycarbonate,13.9,,1.84,0.361,9.48,0.419,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311116
Polycarbonates,FBPC,fluorene bisphenol polycarbonate,21.8,,3.18,0.592,15.1,0.581,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311116
Polycarbonates,PC,bisphenol-A polycarbonate,13,13.3,1.6,0.38,6.8,0.36,,,,,,,,,,,Hellums 1989,http://www.sciencedirect.com/science/article/pii/S0376738800811734
Polycarbonates,PC,Bisphenol A polycarbonate,10,12,1.4,0.3,8,,,,,,,,,,,,Norton 1963,http://dx.doi.org/10.1002/app.1963.070070507
Polycarbonates,PC,Bisphenol A polycarbonate,13.6,,1.484,0.289,6,0.257,,,,,,,,,,,Muruganandam 1987,http://www.sciencedirect.com/science/article/pii/S0376738800800319
Polycarbonates,,Tetramethyl Bis A polycarbonate,46.2,,5.59,1.09,17.6,0.86,,,,,,,,,,,Muruganandam 1987,http://www.sciencedirect.com/science/article/pii/S0376738800800319
Polycarbonates,,Tetrachloro Bis A polycarbonate,27.4,,2.29,0.36,6.66,0.226,,,,,,,,,,,Muruganandam 1987,http://www.sciencedirect.com/science/article/pii/S0376738800800319
Polycarbonates,,Tetrabromo Bis A polycarbonate,17.6,,1.36,0.182,4.23,0.126,,,,,,,,,,,Muruganandam 1987,http://www.sciencedirect.com/science/article/pii/S0376738800800319
Polycarbonates,,Tetramethyl Bis A polycarbonate,47,,5.5,1.05,21.7,1.05,,,,,,,,,,,Muruganandam 1987,http://dx.doi.org/10.1002/polb.1987.090251109
Polycarbonates,,Bisphenol A polycarbonate,,13,1.6,0.329,7.9,,,,,,,,,,,,Pinnau 1991,http://www.sciencedirect.com/science/article/pii/003238619190342G
Polycarbonates,,Poly(estercarbonate) APEC 9308,,15,1.85,0.396,9.1,,,,,,,,,,,,Pinnau 1991,http://www.sciencedirect.com/science/article/pii/003238619190342G
Polycarbonates,,Bisphenol chloral polycarbonate,10.2,10.3,1.4,0.25,7.4,0.31,,,,,,,,,,,Chiou 1987,http://dx.doi.org/10.1002/app.1987.070340314
Polycarbonates,,Bisphenol A Polycarbonate,13.2,,1.48,0.288,7.54,0.331,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311116
Polycarbonates,,Bis AP polycarbonate,13.9,,1.84,0.361,9.48,0.419,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311116
Polycarbonates,,Bis fluorene polycarbonate,21.8,,3.18,0.592,15.1,0.581,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311116
Polycarbonates,,Spirobiindane polycarbonate,,,7,1.373,30,0.2,,,,,,,,,,,Hellums 1992,http://www.sciencedirect.com/science/article/pii/037673889287041U
Polycarbonates,,Tetramethylcyclobutane polycarbonate,66.9,,11.5,2.6,54.8,4.1,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/app.1993.070480111
Polycarbonates,,Bisphenol A polycarbonate,13,13.3,1.6,0.333,6.8,0.358,,,,,,,,,,,McHattie 1992,http://www.sciencedirect.com/science/article/pii/003238619291070I
Polycarbonates,,Hexafluoro Bis A polycarbonate,60,42.9,6.9,1.68,24,1.04,,,,,,,,,,,McHattie 1992,http://www.sciencedirect.com/science/article/pii/003238619291070I
Polycarbonates,,Norbornane Bisphenol polycarbonate,19,22.1,2.4,0.471,9.1,0.479,,,,,,,,,,,McHattie 1992,http://www.sciencedirect.com/science/article/pii/003238619291070I
Polycarbonates,,Cyclohexyl Bisphenol polycarbonate,10,9.1,0.6,0.105,2.2,0.0917,,,,,,,,,,,McHattie 1992,http://www.sciencedirect.com/science/article/pii/003238619291070I
Polycarbonates,,Bisphenol chloral polycarbonate,12,12.4,1.4,0.269,5.6,0.233,,,,,,,,,,,McHattie 1992,http://www.sciencedirect.com/science/article/pii/003238619291070I
Polycarbonates,,Tetramethylhexafluoro Bis A polycarbonate,100,,9.7,1.8,32,0.889,,,,,,,,,,,Hellums 1991,http://dx.doi.org/10.1002/app.1991.070431103
Polyesters,BPA/TERE,polyester of bisphenol-A and terephthalic diacid chloride,16.8,,2.5,0.625,11.6,0.68,,,,,,,,,,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan
Polyesters,6FBPA/TERE,polyester of hexafluoro bisphenol-A and terephthalic diacid chloride,78.1,,11.8,2.95,47.1,2.74,,,,,,,,,,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan
Polyesters,SBI/TERE,"polyester of 6,6'-dihydroy-3,3,3',3'-tetramethyl-1,1'-spirobiindane and terephthalic diacid chloride",68,,13.4,2.98,55.7,4.2,,,,,,,,,,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan
Polyesters,BPA/BB,"polyester of bishpenol-A and 4,4'-bisphenol diacid chloride",9.1,,1.2,0.255,5.6,0.289,,,,,,,,,,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan
Polyesters,BPA/FO,"polyester of bisphenol-A and 9H-flurenone-2,7-dicarboxylic acid chloride",18.2,,1.6,0.25,6,0.208,,,,,,,,,,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan
Polyesters,6FBPA/BB,"polyester of hexafluoro bisphenol-A and 4,4'-biphenol diacid chloride",47.6,,7.4,1.72,31.4,1.53,,,,,,,,,,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan
Polyesters,6FBPA/FO,"polyester of hexafluoro bisphenol-A and 9H-flurenone-2,7-dicarboxylic acid chloride",61.7,,7.2,1.44,29.9,0.981,,,,,,,,,,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan
Polyesters,BPA/ISO,polyester of bisphenol-A and isophthalic diacid chloride,15.1,,1.5,0.28,5.6,0.27,,,,,,,,,,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan
Polyesters,6FBPA/ISO,polyester of hexafluoro bispphenol-A and isophthalix diacid chloride,41.1,,4.2,0.89,14.9,0.61,,,,,,,,,,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan
Polyesters,SBI/ISO,"polyster of 6,6'-dihydroxy-3,3,3',3'-tetramethyl-1,1'-spirobiindane and isophthalic diacid chloride",39.1,,5.3,1,18.9,1.14,,,,,,,,,,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan
Polyesters,PET,Poly(ethylene terephthalate),3.9,,0.11,0.017,0.43,,,,,,,,,,,,Weinkauf 1992,http://dx.doi.org/10.1002/polb.1992.090300805
Polyesters,PET,Poly(ethylene terephthalate),,,0.054,,0.326,,,,,,,,,,,,Light 1982,http://dx.doi.org/10.1002/pen.760221402
Polyesters,,Poly(ethylene isophthalate),,,0.015,,0.0386,,,,,,,,,,,,Light 1982,http://dx.doi.org/10.1002/pen.760221402
Polyesters,PEN,"Poly(ethylene 2,6-naphthalene dicarboxylate)",,,0.0189,,0.239,,,,,,,,,,,,Light 1982,http://dx.doi.org/10.1002/pen.760221402
Polyesters,Kodar A-150 polyester (unannealed),,6.1,,,,1.16,0.59,,,,,,,,,,,Preston 1984,http://dx.doi.org/10.1002/app.1984.070290313
Polyesters,Kodar A-150 polyester (annealed),,3.05,,,,0.51,0.03,,,,,,,,,,,Preston 1984,http://dx.doi.org/10.1002/app.1984.070290313
Polyesters,PET (as cast),,3.155,,,,0.146,,,,,,,,,,,,McGonigle 2001,http://www.sciencedirect.com/science/article/pii/S0032386100006157
Polyesters,PET (biax.: draw area 6.8),,1.778,,0.036,0.009,0.173,,,,,,,,,,,,McGonigle 2001,http://www.sciencedirect.com/science/article/pii/S0032386100006157
Polyesters,PEN (as cast),,2.115,,,,,,,,,,,,,,,,McGonigle 2001,http://www.sciencedirect.com/science/article/pii/S0032386100006157
Polyesters,PEN (biax.: draw area 8.4),,0.54,,0.0074,,0.022,,,,,,,,,,,,McGonigle 2001,http://www.sciencedirect.com/science/article/pii/S0032386100006157
Polyesters,,Poly(ε-caprolactone),5.48,5.06,1.66,0.59,16.8,1.57,,,,,,,,,,,Mogri 2001,http://www.sciencedirect.com/science/article/pii/S0032386101002609
Polyesters,,Poly(ε-caprolactone),,,0.983,,,,,,,,,,,,,,Lin 2010,http://www.sciencedirect.com/science/article/pii/S0032386110008542
Polyesters,PLA,Poly(lactic acid),,,3.3,1.3,10.2,1,,,,,,,,,,,Lehermeier 2001,http://www.sciencedirect.com/science/article/pii/S037673880100446X
Polyesters,PLA,Poly(lactic acid) (L:D 98.7:1.3),,,0.26,0.05,1.1,,,,,,,,,,,,Bao 2006,http://www.sciencedirect.com/science/article/pii/S0376738806005709
Polyesters,PLA,Poly(lactic acid) (L:D 80:20),,,0.18,0.02,0.51,,,,,,,,,,,,Bao 2006,http://www.sciencedirect.com/science/article/pii/S0376738806005709
Polyesters,PLA,Poly(lactic acid) (L:D 50:50),,,0.17,0.03,0.71,,,,,,,,,,,,Bao 2006,http://www.sciencedirect.com/science/article/pii/S0376738806005709
Polyesters,PLA,Poly(lactic acid) extruded film,,,0.258,,,,,,,,,,,,,,Colomines 2010,http://dx.doi.org/10.1002/pi.2793
Polyesters,PLA,Poly(lactic acid) quenched film,,,0.333,,,,,,,,,,,,,,Colomines 2010,http://dx.doi.org/10.1002/pi.2793
Polyesters,PLA,Poly(lactic acid) PLA Biophan,,,0.281,,,,,,,,,,,,,,Colomines 2010,http://dx.doi.org/10.1002/pi.2793
Polyimides and Polypyrrolones,6FDA-ODA,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and oxydianiline",51.5,,4.34,0.83,23,0.38,,,,,,,,,,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681
Polyimides and Polypyrrolones,6FDA-MDA,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and methylenedianiline",50,,4.6,0.81,19,0.42,,,,,,,,,,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681
Polyimides and Polypyrrolones,6FDA-IPDA,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and isopropylidenedianiline",71.2,,7.5,1.34,30,0.7,,,,,,,,,,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681
Polyimides and Polypyrrolones,BTDA-6FpDA,"polyimide of 3,3' , 3,4'-benzophenonetetracarbpxylic",,,1.9,0.31,7.3,0.155,,,,,,,,,,,Coleman 1992,http://www.che.utoledo.edu/coleman.htm
Polyimides and Polypyrrolones,6FDA-6FpDA,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and 4,4'-(hexafluoroisopropylidene)-dianiline",137,,16,3.4,64,1.6,,,,,,,,,,,Coleman 1990,http://www.sciencedirect.com/science/article/pii/S0376738800806262
Polyimides and Polypyrrolones,6FDA-m-PDA,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and meta-phenylenediamine",,20.3,2.61,0.363,8.23,0.14,,,,,,,,,,,Yamamoto 1990,http://dx.doi.org/10.1002/polb.1990.090281210
Polyimides and Polypyrrolones,"6FDA-2,4-DATr","polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and 2,4-diaminotoluene",,87.2,7.44,1.31,28.63,0.71,,,,,,,,,,,Yamamoto 1990,http://dx.doi.org/10.1002/polb.1990.090281210
Polyimides and Polypyrrolones,"6FDA-3,5-DBTF","polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and 3,5-diaminobenzotriflouride",,58.6,6.43,1.17,21.64,0.45,,,,,,,,,,,Yamamoto 1990,http://dx.doi.org/10.1002/polb.1990.090281210
Polyimides and Polypyrrolones,PMDA-4BDAF,"polyimide of pyromellitic dianhydride and 4,4'-bis aminophenoxy-phenyl) hexafluoropropane",,24,2.9,0.66,11.8,0.36,,,,,,,,,,,Stern 1989,http://dx.doi.org/10.1002/polb.1989.090270908
Polyimides and Polypyrrolones,6FDA-4BDAF,"polyimide of 2,2-bis(3,4-dicarboxyphenyl)hexafluoropropane dianhydride and 4,4'-bis(aminophenoxyphenul) hexafluoropropane",,46,5.4,0.98,19,0.51,,,,,,,,,,,Stern 1989,http://dx.doi.org/10.1002/polb.1989.090270908
Polyimides and Polypyrrolones,BPDA-6FpDA,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) dianhydride and 4,4'-(hexafluoroisopropylidene)-dianiline",,,6.65,1.21,27.4,0.761,,,,,,,,,,,Coleman 1992,http://www.che.utoledo.edu/coleman.htm
Polyimides and Polypyrrolones,BTDA-6FmDA,"polyimide of 3,3' ,4,4'-benzophenonetetracarboxylic dianhydride and 2,2'-(hexafluoroisopropylidene)-dianiline",,,0.39,0.047,1.05,0.014,,,,,,,,,,,Coleman 1992,http://www.che.utoledo.edu/coleman.htm
Polyimides and Polypyrrolones,6FDA-6FmDA,"polyimide of 2,2-bis(3,4-dicarboxyphenul) hexaflouropropane dianhydride and 2,2'-(hexaflouroisopropylidene)-dianiline",48,,1.8,0.261,5.1,0.08,,,,,,,,,,,Coleman 1992,http://www.che.utoledo.edu/coleman.htm
Polyimides and Polypyrrolones,PMDA-3BDAF,"polyimide of pyromellitic dianhydride and 3,3'-bis-(amino-phenoxyphenyl) hexafluoropropane",,19,1.4,0.29,6.12,0.17,,,,,,,,,,,Stern 1989,http://dx.doi.org/10.1002/polb.1989.090270908
Polyimides and Polypyrrolones,"6FDA-3,3'-ODA","polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and 3,3'-oxydianiline",,14,0.68,0.1,2.1,0.032,,,,,,,,,,,Stern 1989,http://dx.doi.org/10.1002/polb.1989.090270908
Polyimides and Polypyrrolones,6FDA-3BDAF,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and 3,3'-bis-(aminophenoxyphenyl) hexafluoropropane",,21,1.35,0.24,6.3,0.13,,,,,,,,,,,Stern 1989,http://dx.doi.org/10.1002/polb.1989.090270908
Polyimides and Polypyrrolones,6FDA-p-PDA,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and paraphenylenediamine",,23,2.1,0.38,11.8,0.18,,,,,,,,,,,Stern 1989,http://dx.doi.org/10.1002/polb.1989.090270908
Polyimides and Polypyrrolones,"PMDA-3,3'-ODA","polyimide of pyromellitic dianhydride 3,3'-oxydianiline",,3.6,0.13,0.018,0.5,0.008,,,,,,,,,,,Stern 1989,http://dx.doi.org/10.1002/polb.1989.090270908
Polyimides and Polypyrrolones,PMDA-mp'ODA,"polyimide of pyromellitic dianhydride and 3,4'-oxydianiline",,5.92,0.31,0.0454,1.118,0.0258,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,PMDA-BATPHF,"polyimide of pyromellitic dianhydride and 2,2-bis(4-(4-amino-2-trifluoromethylphenoxy) phenyl) hexafluoropropane",,50.4,7.06,1.5,24.6,0.937,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BPDA-pp'ODA,"polyimide of 3,3'4,4'-biphenyltetracarboxylic dianhydride and 4,4'-oxydianiline",,3.68,,,0.642,0.0099,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BPDA-BAPHF,"polyimide of 3,3',4,4'-biphenyltetracarboxylic dianhydride and 2,2-bis(4-(4-aminophenoxy) phenyl) hexafluoropropane",,17.3,1.54,0.245,4.96,0.145,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BPDA-BATPHF,"polyimide of 3,3',4,4'-biphenyltetracarboxylic dianhydride and 2,2-bis(4-(4-amino-2-triflouromethylphenoxy) phenyl) hexaflouropropane",,30.6,3.11,0.563,9.15,0.279,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BTDA-pp'ODA,"polyimide of 3,3',4,4'-benzophenonetetracarboxylic dianhydride and 4,4'-oxydianilin",,4.79,0.191,0.0236,0.625,0.0109,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BTDA-BAPHF,"polyimide of 3,3',4,4'-benzophenonetetracarboxylic dianhydride and 2,2-bis(4-(4-aminophenoxy) phenyl) hexaflouropropane",,16.1,1.14,0.195,4.37,0.105,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BTDA-BATPHF,"polyimide of 3,3',4,4'-amino-2-benzophenonetetracarboxylic dianhydride and 2,2-bis(4-(4triflouromethylphenoxy) phenyl) hexaflouropropane",,24.6,2.17,0.37,6.94,0.189,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,6FDA-mp'ODA,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexaflouropropane dianhydride and 3,4'-oxydianiline",,23.7,1.57,0.259,6.11,0.125,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,6FDA-APAP,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexaflouropropane dianhydride and 2-(3-amino-(4-phenyl)-2-aminophenyl)propane",,38.2,2.89,0.473,10.7,0.217,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,6FDA-BATPHF,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexaflouropropane dianhydride and 2,2-bis(4-(4-amino-2-triflouropropane dianhydride and 2,2-bis(4-(4-amino-2-triflouromethylphenoxy) phenyl) hexaflouropropane",,55.4,6.5,1.3,22.8,0.703,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,6FDA-DAF,"polyimide of 2,2-bis(3,4-dicarboxyphenytl) hexaflouropropane dianhydride and 2,7-diaminofluorene",98.5,,7.85,1.27,32.2,0.63,,,,,,,,,,,Walker 1991,http://www.sciencedirect.com/science/article/pii/S0376738800823297
Polyimides and Polypyrrolones,6FDA-mDDS PI,Polyimide,,,0.6,0.095,2.34,0.0578,,,,,,,,,,,Kawakami 1996,http://www.sciencedirect.com/science/article/pii/0376738896001159
Polyimides and Polypyrrolones,6FDA-DDS PI,Polyimide,,,3.7,0.607,16,0.34,,,,,,,,,,,Kawakami 1995,http://dx.doi.org/10.1002/app.1995.070570703
Polyimides and Polypyrrolones,6FDA-mDDS PI,Polyimide,,,0.73,0.0802,2.3,0.0311,,,,,,,,,,,Kawakami 1995,http://dx.doi.org/10.1002/app.1995.070570703
Polyimides and Polypyrrolones,6FDA-6FpDA PI,Polyimide,137,,16.3,3.47,63.9,1.602,,,,,,,,,,,Coleman 1993,http://dx.doi.org/10.1002/app.1993.070500614
Polyimides and Polypyrrolones,6FDA-6FmDA PI,Polyimide,48,,1.8,0.261,5.1,0.08,,,,,,,,,,,Coleman 1993,http://dx.doi.org/10.1002/app.1993.070500614
Polyimides and Polypyrrolones,PMDA-mpODA PI,Polyimide,,5.92,0.31,0.0454,1.18,0.0258,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,PMDA-ODA PI,Polyimide,,10.6,0.825,0.145,3.55,0.0937,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,PMDA-BAPHF PI,Polyimide,,34.3,4.98,0.943,17.6,0.638,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,PMDA-BATPHF PI,Polyimide,,50.4,7.06,1.5,24.6,0.937,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BPDA-ODA PI,Polyimide,,3.68,,,0.642,0.0099,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BPDA-BAPHF PI,Polyimide,,17.3,1.54,0.245,4.96,0.145,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BPDA-BATPHF PI,Polyimide,,30.6,3.11,0.563,9.15,0.279,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BPDA-BAHF PI,Polyimide,,59.1,7.1,1.39,27.7,0.78,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BTDA-ODA PI,Polyimide,,4.79,0.191,0.0236,0.625,0.0109,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BTDA-BAPHF PI,Polyimide,,16.1,1.14,0.195,4.96,0.105,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BTDA-BATHF PI,Polyimide,,24.6,2.7,0.37,9.15,0.189,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BTDA-BAHF PI,Polyimide,,30.8,2.5,0.45,27.7,0.226,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,6FDA-mpODA PI,Polyimide,,23.7,1.57,0.259,6.11,0.125,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,6FDA-APAP PI,Polyimide,,38.2,2.89,0.473,10.7,0.217,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,6FDA-ODA PI,Polyimide,,40.7,3.88,0.733,16.7,0.341,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,6FDA-BAPHF PI,Polyimide,,47.4,5.13,0.981,19.1,0.52,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,6FDA-BATPHF PI,Polyimide,,55.4,6.5,1.3,22.8,0.703,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,6FDA-BAHF PI,Polyimide,,108,14.2,3.11,51.2,1.34,,,,,,,,,,,Tanaka 1992,http://www.sciencedirect.com/science/article/pii/003238619290736G
Polyimides and Polypyrrolones,BPDA-ODA PI,Polyimide,,5.2,,,0.87,0.03,,,,,,,,,,,Tanaka 1989,http://www.sciencedirect.com/science/article/pii/S0376738800808686
Polyimides and Polypyrrolones,BPDA-MDA PI,Polyimide,,9.1,,,2.17,0.086,,,,,,,,,,,Tanaka 1989,http://www.sciencedirect.com/science/article/pii/S0376738800808686
Polyimides and Polypyrrolones,BPDA-DDS PI,Polyimide,,11.3,,,2.57,0.085,,,,,,,,,,,Tanaka 1989,http://www.sciencedirect.com/science/article/pii/S0376738800808686
Polyimides and Polypyrrolones,BPDA-DDBT PI,Polyimide,,31.2,,,8.2,0.24,,,,,,,,,,,Tanaka 1989,http://www.sciencedirect.com/science/article/pii/S0376738800808686
Polyimides and Polypyrrolones,BPDA-DATPA PI,Polyimide,,14.7,1.19,0.196,4.7,0.165,,,,,,,,,,,Okamoto 1992,http://dx.doi.org/10.1295/polymj.24.451
Polyimides and Polypyrrolones,BPDA-DDS PI,Polyimide,,8.8,0.5,0.069,2.13,0.035,,,,,,,,,,,Okamoto 1992,http://dx.doi.org/10.1295/polymj.24.451
Polyimides and Polypyrrolones,BPDA-MDA PI,Polyimide,,6.5,,,1.6,0.039,,,,,,,,,,,Okamoto 1992,http://dx.doi.org/10.1295/polymj.24.451
Polyimides and Polypyrrolones,BTDA-DATPA PI,Polyimide,,12.7,0.86,0.144,3.3,0.093,,,,,,,,,,,Okamoto 1992,http://dx.doi.org/10.1295/polymj.24.451
Polyimides and Polypyrrolones,6FDA-DATPA PI,Polyimide,,54,6,1.24,23,0.68,,,,,,,,,,,Okamoto 1992,http://dx.doi.org/10.1295/polymj.24.451
Polyimides and Polypyrrolones,ODPA-DATPA PI,Polyimide,,11.6,0.76,0.117,2.88,0.085,,,,,,,,,,,Okamoto 1992,http://dx.doi.org/10.1295/polymj.24.451
Polyimides and Polypyrrolones,6FDA-mPD PI,Polyimide,,40.2,3.01,0.447,9.2,0.16,,,,,,,,,,,Tanaka 1992,http://dx.doi.org/10.1002/polb.1992.090300813
Polyimides and Polypyrrolones,6FDA-mMPD PI,Polyimide,,106,11.3,2.24,40.1,0.871,,,,,,,,,,,Tanaka 1992,http://dx.doi.org/10.1002/polb.1992.090300813
Polyimides and Polypyrrolones,6FDA-mTrMPD PI,Polyimide,,516,109,31.6,431,26,,,,,,,,,,,Tanaka 1992,http://dx.doi.org/10.1002/polb.1992.090300813
Polyimides and Polypyrrolones,6FDA-pPD PI,Polyimide,,45.5,4.22,0.799,15.3,0.286,,,,,,,,,,,Tanaka 1992,http://dx.doi.org/10.1002/polb.1992.090300813
Polyimides and Polypyrrolones,6FDA-pDiMPD PI,Polyimide,,119,13.4,2.67,42.7,1.07,,,,,,,,,,,Tanaka 1992,http://dx.doi.org/10.1002/polb.1992.090300813
Polyimides and Polypyrrolones,6FDA-pTeMPD PI,Polyimide,,549,122,35.6,440,28.2,,,,,,,,,,,Tanaka 1992,http://dx.doi.org/10.1002/polb.1992.090300813
Polyimides and Polypyrrolones,BPDA-mTrMPD PI,Polyimide,,202,34.7,8.42,137,8.08,,,,,,,,,,,Tanaka 1992,http://dx.doi.org/10.1002/polb.1992.090300813
Polyimides and Polypyrrolones,BTDA-mTrMPD PI,Polyimide,,70,8.16,1.55,30.9,1.25,,,,,,,,,,,Tanaka 1992,http://dx.doi.org/10.1002/polb.1992.090300813
